MGI ID,mRNA copy number average [molecules/cell],mRNA half-life average [h],transcription rate (vsr) average [molecules/(cell*h)]
MGI:1916960;MGI:1916960;MGI:1916960,5.69,15.74,0.37
MGI:1916523;MGI:1916523;MGI:3026615;MGI:1916523,NA,9.22,NA
MGI:1347479;MGI:1347479;MGI:1347470,26.82,3.81,5.39
MGI:105313,NA,NA,NA
MGI:894292,7.83,13,0.58
MGI:1861676,13.27,8.48,1.52
MGI:2443010;MGI:2443010,5.8,7.85,0.63
MGI:3525201,8.88,10.41,0.78
MGI:1923206,NA,NA,NA
MGI:1927232,11.19,9.92,1.02
MGI:1349475;MGI:1349475;MGI:1349475;MGI:1349475;MGI:1349475,18.97,12.34,1.46
MGI:2384790;MGI:2384790,6.33,9.99,0.57
MGI:109296;MGI:109296,34.89,8.4,3.59
MGI:109339;MGI:109339,6.78,7.43,0.77
MGI:2444036,NA,NA,NA
MGI:107564;MGI:107564,11.94,10.77,1.03
MGI:1349469,11.05,9.81,1.01
MGI:1914261;MGI:1914261;MGI:1914261,9.86,3.82,1.97
MGI:1914982,8.39,8.66,0.8
MGI:104808,2.69,13.12,0.17
MGI:2685015,NA,7.58,NA
MGI:99400;MGI:99400,3.76,8.38,0.39
MGI:3050795;MGI:3050795,4.07,4.74,0.58
MGI:1203729;MGI:1203729,6.99,7.46,0.79
MGI:88454,99.75,23.66,3.84
MGI:1860443;MGI:1860443;MGI:1860443,3.71,7.76,0.55
MGI:1916442;MGI:1916442,13.35,15,0.9
MGI:2144117,7.16,10.43,0.62
MGI:98812,NA,NA,NA
MGI:107818;MGI:107818;MGI:107818,13.74,18.97,0.8
MGI:104582;MGI:104582;MGI:104582;MGI:104582;MGI:104582,10.28,8.22,1.03
MGI:1923990;MGI:1923990,23.36,19.9,1.61
MGI:1330808;MGI:1330808,2.87,6.22,0.38
MGI:1921383,10.78,3.54,2.31
MGI:1926233,23.09,5.7,3.28
MGI:1347347,11.15,20.67,0.61
MGI:1919386;MGI:1919386,10.14,8.22,0.97
MGI:1915527,4.09,3.24,0.95
MGI:894835;MGI:894835,14.29,5.84,1.98
MGI:1915889;MGI:1915889,NA,6.26,NA
MGI:1924407,6.14,10.79,0.61
MGI:1921086;MGI:1921086,20.54,9.51,1.92
MGI:1098802;MGI:1098802;MGI:1098802,9.02,5.41,1.33
,4.22,3.8,0.85
MGI:1913865,10.89,10.58,0.94
MGI:1915981,12.99,10.13,0.97
MGI:1333803;MGI:1333803,11.28,8.11,1.19
MGI:101760,16.23,6.16,2.14
MGI:1913790,6.08,7.66,0.82
MGI:2387801,29.48,10.47,2.65
MGI:1926020;MGI:1926020,10.51,3.78,2.31
MGI:1913463,6.13,4.01,1.18
MGI:1351320;MGI:1351320;MGI:1351320;MGI:1351320;MGI:1351320;MGI:1351320,7.96,12.95,0.59
MGI:2384761;MGI:2384761;MGI:2384761;MGI:2384761,6.98,9.37,0.79
MGI:1298204;MGI:1298204,16.28,16.06,1.05
MGI:1921355,8.81,15.5,0.57
MGI:95911;MGI:95911,2.69,5.02,0.64
MGI:1921455;MGI:1921455,4.77,7.79,0.52
MGI:1195262,11.76,19.79,0.66
MGI:1916175;MGI:1916175,7.51,10.95,0.62
MGI:1201682,24.43,14,1.74
,3.17,13.44,0.23
MGI:2146553;MGI:1921736,5.05,6.32,0.65
MGI:102749;MGI:102749;MGI:102749;MGI:102749,15.24,6.84,1.85
,4.39,13.44,0.32
MGI:109473;MGI:109473;MGI:109473;MGI:109473,NA,NA,NA
MGI:1919654,1.59,4.85,0.26
MGI:106271;MGI:106271,7.63,16.13,0.49
MGI:1913658;MGI:1913658;MGI:1913658;MGI:1913658,NA,NA,NA
MGI:3045312,NA,NA,NA
MGI:1196373;MGI:1196373;MGI:1196373,11.79,9.22,1.13
MGI:2443807,4.73,6.37,0.61
MGI:1935147;MGI:1935147;MGI:1935147;MGI:1935147;MGI:1935147,11.97,5.24,1.84
MGI:2656973;MGI:2656973,3.09,5.04,0.48
MGI:1925516;MGI:1925516;MGI:1925516,10.73,6.75,1.28
MGI:1917547,3.05,11.48,0.25
MGI:1261425;MGI:1261425,44.66,21.55,2.78
MGI:1925255,24.19,9.92,2.48
MGI:2384589,4.36,12.3,0.34
MGI:107689;MGI:107689;MGI:107689,4.63,16.61,0.3
MGI:108079;MGI:108079,NA,23,NA
MGI:1916262,17.75,9.19,1.9
MGI:1914492,10.52,8.78,1.07
MGI:2445172,NA,NA,NA
MGI:2142527,NA,6.04,NA
MGI:2181510,NA,NA,NA
MGI:109334;MGI:109334,14.18,3.31,3.25
MGI:1913637,12.61,12.27,0.97
MGI:88151,10.57,18.51,0.66
MGI:1923396;MGI:1923396;MGI:1923396,8.68,4.71,1.64
MGI:1914227,NA,NA,NA
MGI:2141980,20.29,10.44,1.82
MGI:1917351;MGI:3780112,10.8,11.29,0.89
MGI:1918615;MGI:1918615;MGI:1918615,2.3,8.24,0.24
MGI:1923294,NA,9.89,NA
MGI:1919008;MGI:1919008,4.04,25.19,0.26
MGI:1915089;MGI:1915089;MGI:1915089;MGI:1915089;MGI:1915089;MGI:1915089,4.31,8.56,0.44
MGI:88461,NA,NA,NA
MGI:2146443,8.59,12.7,0.65
MGI:1922471,NA,NA,NA
MGI:1917345,6.94,6.45,1.07
MGI:91860;MGI:91860,11.41,9.46,1.05
MGI:2685013,6.3,11.54,0.52
MGI:1914453;MGI:1914453;MGI:1914453;MGI:1914453,24.27,5.84,3.35
MGI:1891638;MGI:1891638,9.01,9.22,0.86
MGI:1334433;MGI:1334433;MGI:1334433,14.38,7.33,1.65
MGI:1920036,7.47,13.41,0.64
MGI:2180098,NA,7.2,NA
MGI:2384887,12.09,11.99,0.95
MGI:1914004;MGI:1914004;MGI:1914004;MGI:1914004,25.6,3.92,5.01
MGI:1861380,5.23,8.9,0.6
MGI:96257,51.08,29.37,2.33
MGI:1920720,NA,NA,NA
MGI:2445165,1.9,6.33,0.22
,NA,NA,NA
MGI:96534;MGI:96534,26.19,24.81,2.2
MGI:2442230;MGI:2442230,21.22,11.24,1.75
MGI:102498,NA,NA,NA
MGI:1333805;MGI:1333805,32.07,4.48,5.37
MGI:1917132;MGI:1917132,13.12,7.67,1.45
MGI:1344352;MGI:1344352,17.88,4.94,2.85
MGI:3693832;MGI:3693832,3.75,14.58,0.32
MGI:1921694,1.62,4.43,0.28
MGI:105115,2.33,10.38,0.21
MGI:104855,14.62,9.71,1.32
MGI:107937,8.62,8.2,0.9
MGI:1261856;MGI:1261856;MGI:1261856,9.08,8.81,0.95
MGI:2446244,16.09,5.29,2.42
MGI:2444531;MGI:2444531;MGI:2444531,7.5,10.34,0.66
MGI:1914707,14.55,10.5,1.26
MGI:1933162;MGI:1933162;MGI:1933162,2.95,18.39,0.17
MGI:1313291;MGI:1313291;MGI:1313291,19.53,6.7,2.7
MGI:1918518;MGI:1918518;MGI:1918518,9.72,17.81,0.59
MGI:2443008,NA,NA,NA
MGI:104627;MGI:104627;MGI:104627,NA,NA,NA
MGI:88455,89.11,24.34,4.47
,NA,NA,NA
MGI:104662;MGI:104662,8.61,10.3,0.76
MGI:1261814;MGI:1261814;MGI:1261814,14.32,11.63,1.15
MGI:1859648;MGI:1859648;MGI:1859648;MGI:1859648,2.73,16.04,0.18
MGI:1924483;MGI:1924483,8.98,7.23,1.25
MGI:1921456,13.9,9.02,1.35
,NA,NA,NA
MGI:1335087,12.33,3.73,2.53
MGI:1917900,7.51,4.18,1.39
MGI:1347244;MGI:1347244;MGI:1347244,129.78,15.65,8.5
MGI:2147870;MGI:2147870;MGI:2147870,2.76,8.49,0.28
MGI:2384910,NA,NA,NA
MGI:1915800,4.6,3.19,1.14
MGI:2183453;MGI:2183453;MGI:2183453,5.01,12.16,0.67
MGI:1927470,14.18,7.11,2.83
MGI:3039607;MGI:3039607,12.39,17.19,0.93
MGI:1913628,14.05,22.46,0.74
MGI:1277184,10.28,3.66,2.14
MGI:894678;MGI:894678,23.47,5.52,5.39
MGI:1915217;MGI:1915217,8.22,7.56,0.97
MGI:107714;MGI:107714,NA,NA,NA
MGI:1916111;MGI:1916111,5.66,4.77,0.93
MGI:98354,3.94,7.54,0.46
MGI:2676921,3.28,20.49,0.24
MGI:106926;MGI:106926,NA,NA,NA
MGI:2142567;MGI:2142567;MGI:2142567,9.61,7.59,1.07
MGI:2444008;MGI:2444008,15.35,11.81,1.22
MGI:2443076;MGI:2443076,9.57,8.13,1.01
MGI:1928896,NA,12.4,NA
MGI:1201671;MGI:1201671;MGI:1201671;MGI:1201671;MGI:1201671;MGI:1201671,21.6,5.09,3.37
MGI:108471,15.4,7.91,1.67
MGI:2667252;MGI:2667252,3.15,7.9,0.34
MGI:109150;MGI:109150,6.99,5.43,0.69
MGI:3612340,31.68,12.06,2.48
MGI:1923151,3.53,3.23,0.73
MGI:1925836,NA,NA,NA
MGI:2146813;MGI:2146813;MGI:2146813,NA,9.62,NA
MGI:1098670,12.71,5.04,1.99
MGI:1919782;MGI:1919782,10.37,9.95,0.96
MGI:1915142,NA,7.95,NA
MGI:108517;MGI:108517;MGI:108517;MGI:108517,13.44,5.52,1.95
MGI:2152389;MGI:2152389;MGI:2152389;MGI:2152389,37.31,8.64,4.09
MGI:1339639,NA,NA,NA
MGI:1925496;MGI:1925496;MGI:1925496,24.01,3.9,4.12
MGI:1338034,8.57,8.45,0.76
MGI:1858271,5.39,10.07,0.49
MGI:1917682;MGI:1917682;MGI:1917682,4.86,8.42,0.5
MGI:106924;MGI:106924,9.23,12.6,0.84
MGI:1921294;MGI:1921294,8.37,9.8,0.76
MGI:1922702;MGI:1922702;MGI:1922702,15.74,9.35,1.49
MGI:2444593,10.01,4.95,1.83
MGI:1914199,16.77,3.26,4.72
MGI:1915022,8.67,7.03,1.03
MGI:1918982;MGI:1918982,17.32,8.23,1.81
MGI:1920076,3.74,3,1.03
MGI:1914475;MGI:1914475,2.58,4.36,0.46
MGI:2444782;MGI:2444782;MGI:1913690;MGI:2444782,5.06,7.78,0.54
MGI:109569;MGI:109569;MGI:109569,NA,9.13,NA
MGI:96616,NA,21.82,NA
MGI:1923935;MGI:1923935;MGI:1923935;MGI:1923935,NA,NA,NA
MGI:2444804,8.52,11.69,0.69
MGI:2144164,9.43,5.5,1.38
MGI:1351623;MGI:1351623,4.91,9.86,0.45
MGI:1914080,34.31,11.18,2.78
MGI:1914632;MGI:1914632,10.38,7.59,1.19
MGI:2683547;MGI:2683547;MGI:2683547,NA,NA,NA
MGI:1916851;MGI:1916851;MGI:1916851;MGI:1916851;MGI:1916851;MGI:1916851;MGI:1916851;MGI:1916851,7.41,8.3,0.77
MGI:1929286;MGI:1929286,59.65,3.79,13.43
MGI:102465,7.56,9.71,0.74
MGI:1928899;MGI:1928899,NA,NA,NA
MGI:2158502;MGI:2158502;MGI:2158502;MGI:2158502;MGI:2158502,11.19,8.16,1.18
MGI:1337056;MGI:1337056;MGI:1337056;MGI:1337056;MGI:1337056,9.03,6.8,1.1
MGI:103060;MGI:103060;MGI:103060;MGI:103060;MGI:103060,65.06,19.48,3.72
MGI:1915445,NA,NA,NA
MGI:1916983,NA,NA,NA
MGI:2179723,18.34,4.87,2.45
MGI:2443590,8.15,10.04,1.02
MGI:2139469,5.48,3.26,1.27
MGI:1926187,4.79,4.43,0.84
MGI:1343460;MGI:1343460,NA,12.01,NA
MGI:106916;MGI:106916,NA,NA,NA
MGI:1347080;MGI:1347083,15.76,6.79,1.76
MGI:3041235,4.83,3.71,0.99
MGI:97576;MGI:97576;MGI:97576;MGI:97576;MGI:97576;MGI:97576,5.71,14.14,0.4
MGI:1891434,7.27,6.35,1.15
MGI:1098226,1.5,6.1,0.2
MGI:1913671,13.22,4.79,2.17
MGI:2681836,6.45,6.37,0.83
MGI:107777;MGI:107777,79.03,12.15,6.16
MGI:2152346,5.27,5.05,0.89
MGI:2429660;MGI:2429660;MGI:2429660;MGI:2429660;MGI:2429660,3.21,10.97,0.27
MGI:1915982;MGI:1915982,5.92,9.11,0.57
MGI:1298393;MGI:1298393;MGI:1298393,20.61,9,1.6
MGI:1925177;MGI:1925177;MGI:1925177,4.16,9.26,0.4
MGI:1202397;MGI:1202397;MGI:1202397,2.01,4.83,0.48
MGI:2146156,NA,9.06,NA
MGI:88458,57.1,31.21,2.53
MGI:1914215,19.15,7.09,2.26
MGI:1920723,3.09,9.96,0.28
MGI:2448506,6.65,19.09,0.41
MGI:1930842,6.34,2.7,2.14
MGI:1933754;MGI:1933754;MGI:1933754,3.62,12.67,0.27
MGI:1920455;MGI:1920455;MGI:1920455,7.81,3.94,1.16
MGI:1915670,25.74,13.93,1.82
MGI:1927339,5.58,3.05,1.26
MGI:3029632,8.01,4.4,1.41
MGI:1346035,29.67,10.5,3.05
MGI:1914486;MGI:1914486;MGI:1914486;MGI:1914486,12.36,11.03,1.12
MGI:1313261,NA,NA,NA
MGI:99450;MGI:99450,3.03,4.53,0.4
MGI:1328357,16.02,8.24,1.58
MGI:1915945,NA,NA,NA
MGI:2384933,9.02,6,1.22
MGI:1921376;MGI:1921376,16.99,6.74,2.08
MGI:1338068;MGI:1338068;MGI:1338068,7.8,6.37,1
MGI:1917814;MGI:1917814,NA,NA,NA
MGI:1914769,4.78,6.34,0.62
MGI:2446979,17.34,5.07,3.45
MGI:103268,6.63,8.99,0.78
MGI:1917394;MGI:1917394,6.36,4.61,1.08
MGI:1858600;MGI:1858600,17.65,6.01,1.85
MGI:96560,NA,9.19,NA
MGI:107566;MGI:107566,8.79,19.24,0.51
MGI:1349449;MGI:1349449,8.09,9.04,0.78
MGI:1919057;MGI:1919057;MGI:1919057,9.89,7.91,1.2
MGI:1338069;MGI:1338069;MGI:1338069;MGI:1338069,1.99,33.85,0.09
MGI:2447876,2.27,11.17,0.19
MGI:1097157,9.85,16.66,1.08
MGI:104854;MGI:104854,17.05,6.6,2.16
MGI:1931028;MGI:1931028;MGI:1931028,13.62,5.96,2.24
MGI:1918066,2.03,4.39,0.38
MGI:1926129,3.47,9.04,0.26
MGI:2441984,18.93,8.96,1.68
MGI:1921452;MGI:1921452,22.07,9.24,2.11
MGI:2444450,5.86,5.25,0.96
MGI:2673002;MGI:2673002,14.3,12.33,1.1
MGI:1918419,5.14,17.9,0.3
MGI:1914779;MGI:1914779,NA,7.6,NA
MGI:2155456;MGI:2155456,4.96,4.17,0.92
MGI:1916051,21.77,12.12,1.7
MGI:1914859,20.44,3.89,4.03
MGI:1924223;MGI:1924223,12.17,9.09,1.18
MGI:109336;MGI:109336,6.16,5.54,0.89
MGI:2443878;MGI:2443878,5.12,4.59,0.87
MGI:1330304;MGI:1330304,13.64,11.7,1.09
MGI:2449973;MGI:2449973;MGI:2449973,5.63,9.98,0.46
MGI:1354723;MGI:1354723;MGI:1354723;MGI:1354723,5.2,12.09,0.41
MGI:1343092;MGI:1343092,1.55,10.99,0.13
MGI:107887;MGI:107887;MGI:107887,17.24,13.45,1.25
MGI:1913660,9.15,3.81,1.61
MGI:105982;MGI:105982,5.96,8.3,0.62
MGI:2444899,23.06,20.32,1.23
MGI:1344385;MGI:1344385;MGI:1344385,16.52,12.35,1.27
MGI:3616088,2.91,9.9,0.25
MGI:2136772;MGI:2136772,13.58,7.49,1.64
MGI:2443679;MGI:2443679,13.67,14.23,0.95
MGI:1313274,NA,NA,NA
MGI:1338011,4,6.47,0.51
MGI:1346877;MGI:1346877;MGI:1346877;MGI:1346877,11.87,11.19,1.1
MGI:1354697,2.13,4.12,0.33
MGI:1345634;MGI:1345634,31.93,14.73,1.98
MGI:108399;MGI:108399;MGI:108399,23.93,8.1,2.62
MGI:2441982,NA,NA,NA
MGI:2444286;MGI:2444286,9.89,10.2,0.88
MGI:1100846;MGI:1100846;MGI:1100846;MGI:1100846,12.4,4.61,1.86
MGI:1914792;MGI:1914792;MGI:1914792,6.78,11.05,0.57
MGI:1916882,9.7,11.67,0.69
MGI:1934031,9.67,6.95,1.16
MGI:1197012;MGI:1197012,107.56,16.88,6.72
MGI:88295;MGI:88295;MGI:88295;MGI:88295;MGI:88295,5.85,12.78,0.44
MGI:99211;MGI:99153;MGI:3045342;MGI:3045342,8.75,3.23,2.22
MGI:1913125,4.84,4.84,0.78
MGI:3036234;MGI:3036234,6.03,5.16,0.83
MGI:1923304;MGI:1923304,24.03,14.9,1.63
MGI:2177178,7.3,6.75,0.9
MGI:1343091,22.92,11.37,2.11
MGI:1861354,13.1,11.07,1.1
MGI:1889508;MGI:1889508;MGI:1889508;MGI:1889508,9.11,7.62,1.02
MGI:1914175,47.31,9.09,4.58
MGI:95281;MGI:95281;MGI:95281,13.18,6.42,1.68
MGI:2443732;MGI:2443732,3.57,4.93,0.55
MGI:2445054,NA,7.13,NA
MGI:1924149;MGI:1924149,5.03,7.93,0.59
MGI:1928469;MGI:1928469,2.2,13.53,0.19
MGI:1917294,11.8,4.92,2.05
MGI:1099832,NA,NA,NA
,20.37,14.67,1.39
MGI:1277958;MGI:1277958,8.49,10.69,0.73
MGI:1329016;MGI:1329016,12.01,16.46,0.77
MGI:104874,19.13,13.6,1.38
MGI:1918959,21.84,4.94,3.49
MGI:1276574;MGI:1276574;MGI:1276574;MGI:1276574,29.69,9.47,3.06
MGI:103300;MGI:103300;MGI:103300,5.77,6.4,0.74
MGI:1922945,5.03,6.32,0.65
MGI:2443626,6.68,5.64,0.79
MGI:88462,23.86,9.61,2.83
MGI:2149946;MGI:2149946,3.91,6.18,0.51
MGI:1346060,11.35,4.3,2.05
MGI:1918177,20.01,5.15,3.08
MGI:1915545;MGI:1915545,7.91,5.79,1.11
MGI:1918135;MGI:1918135,9.94,9.25,0.95
MGI:1919906;MGI:1919906,8.15,7.63,0.91
MGI:109192;MGI:109192,NA,NA,NA
MGI:1277216,17.86,8.15,1.88
MGI:2138297,14.9,5.02,2.16
MGI:1196391;MGI:1196391,14.39,10.19,1.28
MGI:88065,14.13,10.29,1.6
MGI:1923389,9.86,4.33,1.74
MGI:1891384;MGI:1891384,NA,NA,NA
MGI:1921701,NA,7.26,NA
MGI:1917164;MGI:1917164,16.6,14.05,1.23
MGI:2444720;MGI:2444720,10.16,4.22,1.86
MGI:2143169,3.12,17.93,0.22
MGI:1918677;MGI:1918677,7.87,6.96,0.9
MGI:1914667,5.67,6.94,0.77
MGI:1333813,15.23,11.1,1.37
MGI:2154580,5.62,13.42,0.45
MGI:1917672,8.11,7.99,0.87
MGI:1098586,12.21,8.21,1.28
MGI:109605;MGI:109605,4.33,8.64,0.44
MGI:1928394;MGI:1928394,6.47,15.74,0.43
MGI:2147583,1.88,5.91,0.29
MGI:1915769;MGI:1915769;MGI:1915769,29.64,7.92,2.63
MGI:2443881,4.38,4.42,0.54
MGI:2443764;MGI:2443764,5.43,3.92,1.06
MGI:1921799;MGI:1921799,8.78,6.96,1.05
MGI:1919488;MGI:1919488;MGI:1919488;MGI:1919488;MGI:1919488,3.39,15.22,0.17
MGI:892979;MGI:892979;MGI:892979,3.36,7.81,0.37
MGI:2138383,6.69,7.39,0.76
MGI:1270128;MGI:1916977;MGI:1270128,NA,8.72,NA
MGI:2145661,13.48,6.58,1.65
MGI:1922035;MGI:1922035;MGI:1922035,9.88,10.66,1
MGI:2444947;MGI:2444947;MGI:2444947,29.3,8.7,2.98
MGI:1918961,10.37,5.73,1.67
MGI:88025;MGI:88025;MGI:88025;MGI:88025,2.86,7.4,0.33
MGI:105870;MGI:105870,14.55,5.72,1.53
MGI:95767,29.19,6.59,3.13
MGI:1923241;MGI:1923241,12.82,9.81,1.17
MGI:2447762;MGI:2447762;MGI:2447762,7.37,7.35,1.03
MGI:1919649;MGI:1919649,14.66,9.42,1.32
MGI:2683541,NA,NA,NA
MGI:1923164,8.2,11.76,0.81
MGI:99611;MGI:99611;MGI:99611;MGI:99611;MGI:99611,10.76,12.33,0.83
MGI:893587,26.71,4.58,3.07
MGI:1099452;MGI:1099452;MGI:1099452;MGI:1099452;MGI:1099452;MGI:1099452;MGI:1099452,1.08,7.64,0.12
MGI:2135608;MGI:2135608;MGI:2135608;MGI:2135608,NA,10.44,NA
MGI:2141599,4.35,8.23,0.52
MGI:1921733;MGI:1921733,5.77,7.07,0.85
MGI:2441869;MGI:2441869,8.08,9.32,0.69
MGI:1915932;MGI:1915932,17.64,11.81,1.4
,NA,NA,NA
MGI:1916218;MGI:1916218;MGI:1916218,3.23,5.32,0.48
MGI:1096875;MGI:1096875,7.63,9.34,0.72
MGI:104580;MGI:104580;MGI:104580;MGI:104580,18.12,15.58,1.27
MGI:1924854;MGI:1919647;MGI:1924854,NA,NA,NA
MGI:1277977;MGI:1277977,4.85,9.72,0.45
MGI:2682334;MGI:2682334;MGI:2682334,14.41,4.84,2.34
MGI:95488;MGI:95488;MGI:95488,101.56,18.34,5.67
,13.91,6.72,1.6
MGI:1926145;MGI:1926145,NA,4.8,NA
MGI:1919307;MGI:1919307,29.18,6.7,3.95
MGI:1336199;MGI:1336199,5.7,5.9,0.78
MGI:1931834,6.13,7.44,0.69
MGI:1926424;MGI:1926424,19.64,10.57,1.69
MGI:1926212;MGI:1926212;MGI:1926212;MGI:1926212,11.9,19.93,0.67
,NA,NA,NA
MGI:2442988,12.69,8.58,1.28
MGI:1344395,5.4,18.61,0.37
MGI:106340,8.5,4.41,1.5
MGI:97293,5.84,6.51,1.04
MGI:96435,2.47,26.12,0.12
MGI:1933532,5.27,12.56,0.44
MGI:1920538;MGI:1920538;MGI:1920538,9.04,11.64,0.93
MGI:99217,18.76,11.36,1.53
MGI:2685589,2.69,10.81,0.23
MGI:1917799,NA,NA,NA
MGI:109152;MGI:109152;MGI:109152;MGI:109152,5.4,7.09,0.63
MGI:2157980,8.18,12.72,0.62
MGI:2444783;MGI:2444783;MGI:2444783,5.33,8.51,0.57
MGI:97364;MGI:97364,43.23,5.11,6.73
MGI:2183703,4.56,3.66,0.99
,NA,NA,NA
MGI:1918898,9.19,5.79,1.41
MGI:104677;MGI:104677,4.55,14.58,0.29
MGI:1099439;MGI:1099439,6.05,7.32,0.65
MGI:107227,24.9,11.35,2.26
MGI:1929215,13.73,18.62,0.81
MGI:1309465;MGI:1309465;MGI:2135960;MGI:2135960;MGI:2135960;MGI:2135960,18.08,8.99,1.76
MGI:2141161;MGI:2141161;MGI:2141161,11.67,15.68,0.76
MGI:1914552,5.84,9.77,0.76
MGI:1920045;MGI:1920045;MGI:1920045,7.49,10.67,0.64
MGI:1928376,17.03,11.63,1.36
MGI:1347002;MGI:1347002,50.37,15.04,3.39
MGI:2384875,7.92,15.44,0.53
MGI:1923735,5.89,7.8,0.64
MGI:2443184;MGI:2443184;MGI:2443184;MGI:2443184,6.76,9.9,0.71
MGI:1915224;MGI:1915224,11.37,12.54,0.8
MGI:1922822;MGI:1922822,2.97,10.15,0.26
MGI:1919049;MGI:1919049;MGI:1919049,NA,7.12,NA
MGI:109377;MGI:109377,7.5,4.13,1.4
MGI:1923224,4.6,17.54,0.26
MGI:103234;MGI:103234,10.23,15.91,0.66
MGI:1355311;MGI:1355311;MGI:1355311;MGI:1355311,NA,NA,NA
MGI:88279;MGI:88279,6.7,4.54,0.97
MGI:97847;MGI:97847,29.53,7.86,3.22
MGI:2448561,NA,NA,NA
MGI:96074,8.51,20.36,0.53
MGI:97808;MGI:97808;MGI:97808,21.46,17,1.33
MGI:105388,7.81,4.85,1.69
MGI:1891679;MGI:1891679;MGI:1891679;MGI:1891679,3.96,4.99,0.69
MGI:1917834,9.44,8.46,0.96
MGI:1099790,NA,3.41,NA
MGI:1859333;MGI:1859333;MGI:1859333,16.12,5.72,2.27
MGI:109544,4.54,10.77,0.39
MGI:1354742;MGI:1354742,3.71,9.67,0.35
MGI:3642080,NA,NA,NA
MGI:2145130,4.44,10.82,0.38
MGI:2388284;MGI:2388284,9.54,3.9,1.32
MGI:1923582;MGI:1923582;MGI:1923582,NA,7.42,NA
MGI:1921552;MGI:1921552;MGI:1921552,8.26,6.9,0.88
MGI:107940;MGI:107940;MGI:107940;MGI:107940,30.02,9.85,2.73
MGI:108405;MGI:108405;MGI:108405;MGI:108405;MGI:108405,16.12,3.47,3.53
MGI:2685541;MGI:2685541,15.9,14.47,1.01
MGI:97611,56.74,5.37,8.42
MGI:1289308,34.74,13.6,2.54
MGI:2677270,9.19,5.7,1.32
MGI:2152938;MGI:2152938;MGI:2152938;MGI:2152938,8.72,5.99,0.99
MGI:97844;MGI:97843;MGI:1914545,NA,NA,NA
MGI:107321;MGI:107321,NA,NA,NA
MGI:1346023;MGI:1346023;MGI:1346023;MGI:1346023,8.27,6.04,1.11
MGI:2151114,12.11,6.03,1.9
MGI:1915685;MGI:1915685,29.6,19.08,1.61
MGI:1913099;MGI:1913099;MGI:1913099;MGI:1913099,12.15,4.35,3.36
MGI:2387995;MGI:2387995,11.77,11.36,0.9
MGI:1858965,9.64,7.42,1.43
MGI:1913096;MGI:1913096;MGI:1913096,4.44,5.51,0.58
MGI:1355329;MGI:1355329;MGI:1355329;MGI:1355329;MGI:1355329,30.58,12.2,2.3
MGI:107440;MGI:107440,NA,10.33,NA
MGI:2670965;MGI:2670965;MGI:2670965,20.05,9.27,1.99
MGI:2151136,NA,NA,NA
MGI:1915699,11.81,8.76,1.32
MGI:1916086;MGI:1916086,35.25,13.1,2.61
MGI:1921662,17.16,10,1.55
MGI:1333863,NA,NA,NA
MGI:1917849;MGI:1917849;MGI:1917849;MGI:1917849,8.94,7.7,0.94
MGI:1924045;MGI:1924045,8.33,15.35,0.57
,NA,NA,NA
MGI:2388648;MGI:2388648,11.48,2.49,3.41
MGI:2429950;MGI:2429950,28.5,10.36,2.49
MGI:103036;MGI:103036,4.27,8.76,0.42
MGI:1914917;MGI:1914917,5.58,3.79,1.22
MGI:2139714;MGI:2139714,12.29,8.45,1.26
MGI:95410,14.9,10.59,1.09
MGI:2444029,22.69,7.99,2.42
MGI:109275;MGI:109275;MGI:109275,11.4,7.14,1.09
MGI:1921730;MGI:1921730;MGI:1921730,6.71,5.35,0.75
MGI:2684999,7.08,7.28,0.86
MGI:2442408;MGI:2442408,5.47,5.55,0.79
MGI:95915,7.08,10.38,0.78
MGI:97373;MGI:97373,6.06,6.13,0.81
MGI:103286;MGI:103286;MGI:103286;MGI:103286,8.87,14.48,0.61
MGI:1349474;MGI:1349474,NA,6.73,NA
MGI:2444575,4.86,6.18,0.64
MGI:1347469;MGI:1347469,NA,NA,NA
MGI:2146071,NA,7.43,NA
MGI:2141656,2.66,3.6,0.58
MGI:1098296,17.53,11.2,1.45
MGI:1927152,2.65,8.98,0.26
MGI:107736;MGI:107736,NA,NA,NA
MGI:1933114;MGI:1933114,12.71,8.12,1.34
MGI:1333873;MGI:1333873;MGI:1333873,20.79,10.81,1.76
MGI:2140991,10.57,7.26,1.25
MGI:2142810;MGI:2142810,7.61,10.08,0.92
MGI:2384569,7.17,9.09,0.86
MGI:2445089,7.24,11.81,0.53
MGI:1918047,20.95,11.17,1.75
MGI:102682;MGI:102682,11.25,9.26,1.06
MGI:104736;MGI:104736;MGI:104736;MGI:104736,10.07,11.48,0.95
MGI:1859649,5.94,9.76,0.52
MGI:99879,5.57,12.12,0.43
MGI:2142364,12.66,10.1,2.31
MGI:1276533;MGI:1276533,5.1,6.87,0.61
MGI:1350923;MGI:1350923,14.67,13.94,0.99
MGI:2652847,8.02,4.31,1.45
MGI:1925705;MGI:1925705;MGI:1925705;MGI:1925705,7.93,8.59,0.8
MGI:94912,NA,NA,NA
MGI:1346074;MGI:1346074,30.08,6.69,3.37
MGI:1922675;MGI:1922675,5.18,8.44,0.67
MGI:1343489;MGI:1343489;MGI:1343489;MGI:1343489;MGI:1343489,10.4,18.48,0.63
MGI:99486;MGI:99486,4.64,8.7,0.45
MGI:2385126,3.63,7.51,0.4
